DAY_OF_WEEK,TRUCK_BRAND_NAME,CITY,LOCATION,DAILY_SALES
1,14,1,488,6497.0
1,14,0,1548,27342.0
5,1,2,283,10097.0
5,3,2,2096,13258.0
6,13,2,123,5514.0
6,2,2,1696,12025.0
0,5,2,1095,7193.0
1,0,2,1887,8404.0
1,5,0,2088,31292.0
1,4,0,1231,28838.0
3,0,1,2082,10133.0
1,2,2,1167,6089.0
2,2,2,155,5538.0
2,0,2,1124,6652.0
6,6,4,530,12496.0
5,6,1,1550,12005.0
3,9,4,819,5376.0
1,6,1,1245,8720.0
5,7,2,849,7817.0
3,6,1,1519,12044.0
4,6,1,637,7737.0
6,9,4,617,8305.0
1,13,0,58,16476.0
1,5,0,1711,33681.0
1,2,0,985,20917.0
3,13,4,1534,3310.0
5,10,4,1620,6725.0
2,2,0,349,42802.0
0,12,1,2082,10371.0
0,7,4,1251,4527.0
1,6,4,2018,6659.0
6,5,0,1751,26406.0
6,0,0,188,32480.0
1,13,1,1086,3830.0
2,6,1,982,5374.0
4,2,1,778,8115.0
6,13,3,593,1677.0
6,3,3,1386,2907.0
0,4,3,1929,1171.0
2,5,3,1021,723.0
5,3,3,703,990.0
6,6,4,561,5794.0
1,11,4,1956,5818.5
2,2,4,996,4061.0
0,5,1,515,6336.0
2,6,1,967,19280.0
1,5,4,960,6486.0
4,0,4,1149,6808.0
6,6,3,1325,1467.0
3,12,3,756,1318.0
5,7,3,1429,1160.0
6,12,3,1394,1534.5
0,1,3,1865,632.0
2,1,3,1393,1105.0
3,5,3,1386,917.0
4,7,2,1276,7301.0
6,12,2,1470,10452.0
1,13,2,178,5051.0
5,12,3,591,1560.75
2,14,3,721,1345.0
4,9,3,1402,1546.0
3,6,3,1656,1631.0
4,7,3,722,834.0
5,6,3,552,1944.0
5,0,3,79,1407.0
4,12,2,1815,20067.0
1,0,2,56,9560.0
2,12,2,1267,18941.25
3,11,2,282,13245.5
5,8,0,1340,28349.0
2,4,0,2060,28762.0
1,9,1,1925,6404.0
4,7,3,90,2287.0
5,4,3,1004,2069.0
0,14,3,1374,850.0
6,8,0,2088,33813.0
2,1,0,1544,27839.0
4,10,0,883,28380.5
5,0,0,522,30530.0
3,8,1,858,6380.0
4,9,1,1526,9314.0
4,6,1,993,11087.0
4,1,1,927,8836.0
5,4,1,838,8543.0
5,12,1,1086,15204.5
2,14,0,263,30401.0
5,6,1,444,10829.0
6,3,1,1265,16673.0
0,7,0,2038,23681.0
0,9,0,1661,33570.0
1,1,0,2061,28875.0
1,14,0,286,31566.0
1,2,0,869,21782.0
1,4,1,162,10570.0
2,8,0,478,29058.0
1,7,0,828,44961.0
4,14,4,126,9216.0
4,12,4,1493,12984.5
4,0,2,1204,19432.0
5,2,2,441,5331.0
3,13,2,1760,9177.0
3,7,2,146,7275.0
3,7,0,1274,23127.0
6,1,0,212,25906.0
2,13,4,252,4733.0
5,14,4,1254,6885.0
0,10,2,1283,2588.0
0,7,2,1291,4775.0
2,2,0,2060,23716.0
3,12,2,1127,10754.5
4,8,2,1860,9663.0
5,2,2,2011,12278.0
5,6,2,1562,8687.0
5,3,1,1529,14259.0
5,9,3,1432,1286.0
1,3,3,1339,1424.0
3,13,3,1353,629.0
3,9,3,1349,1688.0
1,13,3,761,681.0
3,9,1,1798,9418.0
4,3,0,519,48694.0
2,1,1,1622,6303.0
0,14,0,133,30060.0
1,9,1,333,6507.0
0,11,4,1116,4287.0
0,2,4,559,3766.0
1,7,4,205,3930.0
4,5,2,1297,5910.0
2,12,1,1509,10110.75
3,6,1,1555,12454.0
6,1,1,787,10854.0
2,8,1,368,7246.0
2,5,1,979,10448.0
4,11,1,370,14689.0
6,6,1,979,14921.0
1,6,3,1593,1344.0
1,1,3,1374,1191.0
3,3,3,723,2091.0
1,4,3,1060,1533.0
6,4,1,278,21719.0
2,11,4,1692,6342.0
2,2,4,1939,6497.0
3,2,4,1327,6866.0
0,3,1,2058,9305.0
1,7,1,1153,5394.0
0,1,1,334,8321.0
2,0,1,648,5477.0
5,6,0,1679,35255.0
0,1,0,394,25384.0
4,5,0,658,31877.0
5,7,0,353,26236.0
1,7,0,141,26061.0
5,0,1,589,8745.0
3,8,1,9,12005.0
4,6,1,1099,13496.0
0,3,1,385,6387.0
0,14,1,688,6106.0
6,0,0,405,30744.0
2,10,2,174,5424.5
1,1,1,645,8343.0
1,3,1,1085,12145.0
5,12,4,947,12868.5
5,7,4,664,10271.0
5,5,4,621,10360.0
5,2,4,303,11217.0
5,8,2,1072,6223.0
5,7,0,1928,26375.0
0,1,4,2066,6725.0
1,9,4,1904,9667.0
2,1,4,397,6193.0
5,5,4,325,8454.0
1,11,1,1673,9492.5
2,6,1,211,12840.0
2,0,1,1145,8558.0
6,6,4,1797,10312.0
1,13,2,395,3218.0
1,3,2,843,12005.0
1,0,3,1379,939.0
0,5,3,34,961.0
1,9,3,1154,826.0
0,14,4,1317,7857.0
0,0,4,1776,7095.0
3,9,4,1967,8219.0
4,3,3,1324,1264.0
6,14,3,1929,957.0
6,4,3,555,878.0
4,9,3,1332,1478.0
2,14,3,752,846.0
2,0,3,1012,1544.0
6,3,3,1393,1489.0
1,3,3,1352,1682.0
1,9,3,1402,994.0
5,13,3,40,1379.0
5,10,3,1429,1181.0
4,7,3,1346,1168.0
6,13,0,242,15041.0
5,10,4,991,3398.5
6,5,4,959,10692.0
6,9,4,1978,11938.0
0,14,4,1791,6340.0
5,6,3,751,983.0
2,0,3,718,1021.0
3,7,3,1875,861.0
1,10,3,1398,412.5
1,13,2,2049,4209.0
2,11,2,1615,10193.0
3,7,2,1560,6308.0
4,4,2,259,19065.0
2,4,1,115,5999.0
3,4,1,1008,5455.0
5,13,2,1479,5797.0
5,8,2,128,11257.0
6,6,2,189,5494.0
1,2,4,946,6099.0
3,5,3,1026,4244.0
5,3,1,221,14249.0
6,3,1,211,11235.0
3,1,0,245,26661.0
2,0,1,768,8493.0
0,9,0,1236,29012.0
1,2,0,746,20815.0
4,9,3,891,2384.0
4,7,3,1329,1942.0
1,8,2,1563,8580.0
1,2,2,1853,9103.0
2,13,2,1757,5431.0
2,1,4,604,10678.0
2,14,1,118,8554.0
3,6,1,221,11304.0
4,9,1,2048,13021.0
3,9,4,233,10402.0
5,8,4,327,11496.0
1,8,2,1112,9496.0
5,9,4,513,9622.0
0,11,4,669,5824.5
0,6,4,125,10884.0
6,7,2,1448,4482.0
6,0,2,2036,6274.0
0,2,2,772,7591.0
1,9,2,1287,11131.0
1,0,2,602,6443.0
2,8,2,1887,5776.0
2,6,4,2051,11017.0
5,7,4,803,6984.0
6,0,1,1531,11267.0
2,2,0,226,22795.0
3,2,0,785,26326.0
4,2,0,2091,22696.0
5,3,2,2106,24211.0
6,2,2,178,6320.0
0,4,2,148,6712.0
4,6,0,1505,40927.0
6,9,0,1603,35342.0
5,5,2,148,7254.0
1,7,1,1916,5394.0
2,11,1,887,5188.0
0,2,0,1795,23474.0
2,11,4,202,6993.5
6,3,2,1446,12200.0
0,4,2,770,5977.0
0,5,2,1446,9088.0
3,12,0,1773,42670.5
1,7,4,562,6983.0
1,9,4,1629,6397.0
2,13,4,875,3353.0
1,3,2,1044,8511.0
3,7,2,1855,5188.0
0,7,4,297,6101.0
1,4,4,454,9084.0
1,13,4,204,3551.0
2,14,4,2053,6449.0
4,6,0,986,37478.0
3,7,4,289,7892.0
4,12,4,1143,29974.25
4,13,4,831,4220.0
5,6,4,1777,14522.0
5,8,1,1051,14525.0
2,7,0,1616,27964.0
0,10,0,408,14469.0
0,14,0,1877,32249.0
0,2,4,795,4997.0
2,1,1,169,5325.0
5,11,0,1753,27376.5
1,8,1,587,8673.0
2,6,1,300,9394.0
3,0,1,1746,7138.0
4,7,1,1917,6141.0
6,2,1,730,5635.0
0,13,1,365,5054.0
1,7,1,1719,5410.0
1,5,1,1084,6989.0
3,7,1,838,5607.0
3,14,2,2092,5327.0
5,5,2,2080,6921.0
6,11,2,1165,10308.5
6,13,2,602,3335.0
2,2,0,2088,23320.0
3,14,0,1825,26544.0
0,4,2,1287,7559.0
0,13,2,318,3131.0
0,5,2,854,11996.0
1,4,2,1461,14745.0
2,13,2,1126,4441.0
5,2,2,1787,11173.0
6,10,2,852,3831.0
0,10,2,131,2883.5
0,11,2,1422,9354.5
3,9,4,878,7369.0
5,11,4,1117,13151.5
6,9,1,1427,10071.0
0,10,4,1141,3658.5
2,14,1,349,9252.0
2,5,1,249,11292.0
3,8,1,532,9398.0
3,14,4,191,11136.0
3,10,2,1615,3172.0
3,3,2,842,8748.0
5,10,2,1703,15592.5
5,7,2,736,8399.0
1,8,0,992,27927.0
0,4,1,1509,7014.0
3,9,0,1410,37565.0
2,2,0,1755,22180.0
6,2,0,1994,26173.0
1,14,0,353,33184.0
5,2,4,288,5431.0
3,6,1,466,8893.0
0,7,4,835,6211.0
0,1,4,1811,5938.0
1,2,4,1142,5450.0
2,9,4,1121,8635.0
3,6,0,2060,34980.0
6,3,2,105,20035.0
0,8,2,1468,6732.0
0,1,1,514,6178.0
1,5,0,2077,31458.0
4,3,0,352,40678.0
1,12,2,1284,6640.5
5,9,0,522,34725.0
2,10,0,1368,13253.5
3,9,2,1470,7616.0
5,6,2,1415,13977.0
5,7,2,1226,9394.0
5,3,2,190,12908.0
0,4,2,2054,7955.0
4,5,4,399,7479.0
5,8,4,491,10503.0
6,0,0,252,31193.0
6,10,2,1552,4989.0
6,12,2,1100,11833.25
2,2,2,972,4061.0
3,8,2,1834,7542.0
3,12,0,10,41849.25
6,13,2,1167,4297.0
2,13,4,678,3749.0
2,13,4,205,5305.0
0,11,2,2046,4385.5
1,10,2,70,3322.0
1,11,2,770,5976.0
3,7,2,456,7162.0
4,6,2,1765,8607.0
5,7,2,1136,6520.0
3,13,0,199,16751.0
1,3,0,483,39443.0
5,5,4,1723,9465.0
6,2,4,1524,6172.0
2,3,0,1457,46469.0
1,12,4,678,11107.75
2,3,4,232,13250.0
2,0,4,416,7460.0
6,5,2,1302,9501.0
6,9,2,256,11788.0
6,1,2,1815,5481.0
2,13,2,183,4930.0
3,11,2,1441,7699.5
3,7,2,1292,5100.0
5,6,2,2017,9374.0
6,14,2,414,8788.0
6,10,0,1544,15411.5
6,8,2,462,8751.0
0,10,2,171,2460.0
6,3,0,1783,44462.0
5,10,4,834,3496.5
5,6,4,808,12633.0
0,3,2,971,12594.0
0,2,0,1582,22639.0
2,11,2,2017,12473.5
3,12,2,1647,13224.75
4,10,0,260,12887.0
3,4,2,294,17107.0
1,12,2,167,13265.5
1,7,2,456,5210.0
3,1,2,2047,5263.0
3,0,2,773,7176.0
4,2,2,1468,7114.0
4,1,2,1315,7072.0
6,2,2,1643,6498.0
1,11,2,421,5869.0
1,9,2,2010,5074.0
3,2,2,520,4100.0
3,3,2,1981,8052.0
5,11,2,1760,7574.5
5,1,2,144,8013.0
0,5,2,1196,8809.0
1,3,0,802,49347.0
2,14,0,1471,29305.0
0,6,0,1883,40689.0
0,3,0,1808,40701.0
2,3,0,1823,40006.0
5,2,2,1164,7353.0
1,14,0,1915,26077.0
1,8,0,2076,28589.0
6,2,2,2047,9492.0
0,13,2,2026,2793.0
6,2,0,1307,27493.0
1,14,0,403,33292.0
5,13,2,253,4415.0
6,2,2,853,6193.0
4,2,2,2085,7065.0
6,2,2,468,10561.0
0,2,2,2049,4477.0
2,2,2,656,5179.0
5,12,0,58,41747.5
5,14,0,1987,32137.0
6,0,0,353,25920.0
0,4,0,1842,29712.0
3,13,2,1855,2450.0
4,13,2,1563,2810.0
6,9,0,500,34573.0
6,13,2,93,2860.0
6,13,2,1756,4610.0
1,4,0,1702,30707.0
1,6,0,478,36547.0
0,4,2,2106,4450.0
0,11,2,1288,4696.0
4,11,2,2022,8811.5
6,13,2,182,4981.0
4,2,2,1563,4665.0
2,11,2,1666,12044.0
4,12,2,106,9641.0
6,13,2,1812,2987.0
6,11,2,842,5593.5
6,13,2,258,3350.0
2,0,2,187,4546.0
3,12,2,728,7814.5
6,11,2,851,10320.0
5,10,0,138,15347.5
3,11,2,94,4108.5
6,11,2,389,5806.0
2,12,2,468,9065.0
6,2,2,1190,4158.0
0,8,0,1767,31983.0
6,11,2,149,7216.0
2,10,0,1795,16266.5
6,14,3,1349,1703.0
6,7,3,504,989.0
0,6,2,1301,8168.0
2,5,0,1431,28047.0
3,10,0,632,14360.5
3,14,0,2061,26804.0
4,11,4,375,5256.5
4,6,4,262,8122.0
1,13,2,171,5171.0
4,7,0,188,25188.0
2,7,3,87,750.0
2,6,3,496,1142.0
6,0,3,895,1050.0
2,0,3,575,1235.0
1,5,3,1024,1449.0
1,6,3,717,1466.0
2,4,3,920,1394.0
0,13,3,1402,1021.0
1,11,3,1670,1600.5
3,0,3,1367,1280.0
2,0,3,1406,863.0
1,4,3,33,1277.0
1,2,2,1988,5295.0
0,7,3,1006,620.0
2,6,3,1396,1097.0
5,11,3,575,2021.0
5,3,3,507,3320.0
4,1,3,1021,1291.0
1,4,3,1179,998.0
2,6,3,1212,1800.0
1,10,3,597,1120.0
2,6,3,937,1055.0
1,11,3,1345,1173.5
1,6,3,1023,1657.0
2,0,3,552,1106.0
1,9,3,1187,1136.0
4,9,3,1937,1803.0
1,14,3,921,1160.0
3,11,3,914,639.0
2,1,3,1036,872.0
5,5,3,936,2076.0
3,0,3,1038,1624.0
1,1,3,1038,479.0
0,3,3,1005,2268.0
3,3,3,580,1429.0
6,3,3,1372,4762.0
3,11,3,81,1165.0
1,3,3,721,1862.0
2,9,3,1864,1701.0
4,2,3,1376,637.0
0,11,3,1399,1224.5
0,14,3,1985,1280.0
2,14,3,1651,1179.0
0,10,3,752,1201.5
6,13,3,1200,574.0
3,13,3,723,485.0
0,13,3,1057,457.0
4,9,3,575,1237.0
1,10,3,1794,599.0
6,10,3,1865,413.0
1,6,3,1160,1158.0
4,4,3,1377,1360.0
5,12,3,140,1802.25
1,2,3,1941,622.0
2,14,3,593,1453.0
3,8,3,1375,1376.0
0,1,3,595,959.0
3,9,3,712,1478.0
1,10,3,89,409.5
6,13,3,1388,491.0
4,10,3,1404,1021.0
6,0,3,1985,1413.0
0,12,3,720,1862.25
1,9,3,712,1186.0
3,4,3,705,971.0
3,9,3,1199,1235.0
2,5,3,607,867.0
6,10,3,1157,649.5
3,11,3,713,771.5
3,12,3,1870,1817.25
5,2,3,590,1270.0
5,2,3,1873,956.0
5,2,3,508,787.0
1,14,3,937,736.0
0,2,3,590,768.0
6,0,3,1845,1055.0
0,6,3,1061,1478.0
6,10,3,1394,856.5
0,10,3,916,519.0
4,10,3,1745,510.5
0,11,2,1665,4998.0
1,14,3,36,1609.0
1,1,3,1061,1374.0
2,0,3,748,1057.0
3,14,3,1203,1168.0
0,14,3,913,882.0
6,8,3,1004,1032.0
1,4,3,1332,1170.0
0,11,3,682,1134.5
0,0,3,1156,1174.0
1,11,3,505,1390.0
2,11,3,1372,832.5
2,3,3,1744,1451.0
3,14,3,759,860.0
2,12,3,899,2469.5
2,5,3,1350,1147.0
3,0,3,510,1911.0
4,5,3,937,564.0
5,13,3,1378,464.0
1,13,3,1955,572.0
4,10,3,1017,299.5
4,5,3,40,1931.0
3,10,3,717,548.5
0,13,3,1573,391.0
4,10,3,1038,614.5
6,10,3,1374,491.5
2,13,3,1211,269.0
6,8,3,2009,882.0
5,0,3,872,1222.0
5,3,3,1021,1097.0
0,9,3,703,1040.0
0,14,3,2075,658.0
5,10,3,921,638.5
3,3,3,498,1127.0
5,13,3,1759,1368.0
5,5,3,892,901.0
0,14,3,1038,1067.0
0,4,3,1388,759.0
0,4,3,748,2699.0
4,6,3,1354,1228.0
4,10,3,709,1073.0
5,6,3,893,1302.0
3,3,3,578,963.0
2,6,3,35,1618.0
2,7,3,1035,1097.0
5,3,3,1182,1793.0
5,14,3,712,1864.0
1,4,3,683,1389.0
4,13,3,1381,580.0
4,9,3,764,1339.0
0,6,3,1344,943.0
3,6,3,1378,983.0
1,14,3,1660,788.0
0,13,3,41,598.0
1,4,3,873,1535.0
2,2,3,606,1020.0
3,0,3,1593,990.0
2,9,3,896,567.0
5,5,3,745,963.0
6,9,3,1021,1387.0
4,7,3,745,1168.0
0,3,3,936,1114.0
0,5,3,710,495.0
0,9,3,1744,900.0
0,7,3,1024,341.0
5,5,3,34,1800.0
3,5,3,1354,1232.0
5,9,3,1046,1135.0
2,4,3,1358,936.0
1,2,3,1157,558.0
2,11,3,511,985.0
2,11,3,2013,731.5
4,6,3,900,1299.0
6,5,3,1061,738.0
1,13,3,915,270.0
1,13,3,1023,485.0
0,5,3,1403,839.0
5,0,3,1026,946.0
3,7,3,1331,1347.0
2,9,3,60,1406.0
5,0,3,608,1478.0
4,6,3,37,998.0
2,6,3,749,1149.0
0,5,3,610,814.0
4,14,3,36,1386.0
1,0,3,924,957.0
2,2,3,1059,934.0
3,10,3,895,277.5
0,12,3,1345,1121.5
4,13,3,1325,496.0
0,4,3,509,753.0
4,11,4,1939,16937.5
4,13,4,833,8706.0
4,0,0,1078,28403.0
5,10,0,539,29376.5
4,9,4,625,30602.0
5,0,4,401,9543.0
6,0,4,870,10910.0
6,13,4,530,6319.0
1,1,0,1438,52893.0
6,11,4,542,4625.0
6,0,4,1121,4616.0
3,14,1,1069,13495.0
3,7,1,1683,4944.0
4,11,1,1746,7795.0
4,14,1,169,8238.0
2,7,1,21,5679.0
6,8,1,54,8224.0
2,2,0,1437,21852.0
6,13,4,411,10724.0
4,1,2,654,8034.0
3,14,0,862,85587.0
5,11,1,487,10610.0
3,4,2,727,16773.0
3,1,2,2029,5517.0
2,0,4,1996,5410.0
1,0,4,1940,14672.0
1,8,1,1555,10190.0
1,5,1,1583,14193.0
3,14,1,1102,15938.0
0,4,0,1310,31942.0
6,10,0,206,42041.0
1,6,1,428,8588.0
4,4,1,1957,22677.0
4,6,1,488,7145.0
0,13,1,1099,8627.0
2,4,1,1958,4620.0
0,11,1,432,4204.5
3,8,1,2086,15260.0
1,6,1,769,7931.0
1,10,0,18,15861.0
4,8,1,227,5558.0
6,11,1,800,12876.0
0,6,4,621,11588.0
2,2,4,934,17182.0
2,3,0,1172,41531.0
2,6,1,248,7822.0
0,12,1,2043,12875.75
0,13,1,1087,4462.0
3,4,1,1369,10032.0
2,1,2,171,5319.0
0,1,0,2087,57855.0
6,2,4,818,10372.0
2,5,0,623,30378.0
3,8,1,493,6698.0
5,14,0,1039,27933.0
5,12,4,1319,16422.0
2,11,1,906,7241.5
4,6,0,348,35130.0
2,14,4,1082,8193.0
3,8,1,270,22977.0
3,14,0,1505,25918.0
4,2,0,2084,27008.0
2,9,1,1903,19154.0
4,8,1,393,13195.0
4,0,2,59,5959.0
3,9,0,463,37564.0
2,12,2,1293,23485.75
3,4,1,1217,8502.0
0,12,0,348,45280.0
4,11,1,697,5695.0
0,13,1,1163,9468.0
5,9,0,61,101142.0
6,4,1,1412,9311.0
1,11,1,729,6493.5
1,8,0,476,30139.0
1,10,0,992,15764.5
0,11,1,729,5489.5
3,6,1,1934,13757.0
2,8,1,767,5524.0
1,14,2,1223,6838.0
1,13,2,1285,3799.0
1,9,2,24,6823.0
2,5,0,20,31951.0
5,0,2,74,5677.0
2,4,2,28,6992.0
4,9,0,1359,29090.0
1,11,4,1600,10542.5
0,10,0,1607,44168.5
1,11,0,1554,27602.0
6,6,1,888,22102.0
3,13,1,779,4160.0
4,8,1,1622,8135.0
2,0,2,94,5114.0
3,11,2,971,14219.0
5,12,2,1641,28330.25
5,5,2,1167,8067.0
1,11,2,1295,11514.0
3,7,2,1788,7980.0
2,12,0,1309,43327.5
2,10,4,1810,7755.0
4,10,4,1318,6948.5
2,10,4,1338,3087.5
0,11,4,1723,5454.5
4,11,1,589,9283.5
4,6,1,240,5844.0
2,11,4,2069,11809.5
4,10,4,940,4016.0
2,5,4,794,8951.0
5,5,4,1739,24262.0
6,9,0,66,63990.0
6,1,0,1751,79462.0
5,6,4,202,11869.0
6,3,1,305,24213.0
0,6,1,472,9437.0
2,11,1,1031,6190.5
2,1,0,2087,51249.0
2,6,1,1906,23192.0
6,9,0,1172,67952.0
3,8,0,307,27541.0
4,9,0,2076,35632.0
3,5,0,1368,58685.0
3,2,0,647,98451.0
0,1,0,242,59783.0
3,12,4,1725,12271.5
3,8,4,1900,10621.0
1,4,0,1435,34567.0
4,14,0,586,31147.0
6,13,1,50,6439.0
6,2,1,370,10850.0
3,14,0,665,32219.0
2,4,4,1778,7918.0
4,4,0,855,66928.0
2,13,1,240,7181.0
0,7,2,1459,13789.0
1,4,2,225,8905.0
3,10,2,179,3459.0
3,8,1,2024,16234.0
1,8,1,493,18455.0
0,1,4,1251,7087.0
1,0,4,401,13891.0
2,2,4,1238,6213.0
3,11,4,1940,32947.0
4,14,0,1408,28199.0
4,11,4,1522,11236.0
5,0,0,315,33734.0
1,11,1,240,15089.0
2,3,1,2043,8708.0
5,6,1,768,23008.0
0,6,0,651,44608.0
3,4,1,431,7971.0
6,7,2,1315,5345.0
4,2,0,73,27551.0
1,9,4,1577,9809.0
1,4,1,385,9840.0
4,7,1,1654,6350.0
2,5,0,1264,26111.0
6,9,4,2062,15038.0
6,4,1,1084,14124.0
5,10,4,1996,17445.0
3,11,4,329,5352.0
4,10,4,1668,12169.0
3,10,4,381,2586.0
5,5,2,1130,10186.0
6,9,0,19,92871.0
5,1,4,1669,8955.0
3,6,1,473,5836.0
5,13,1,768,3498.0
3,8,1,68,7281.0
3,14,0,1930,32702.0
5,4,0,957,31118.0
6,3,0,1698,46988.0
1,14,0,1499,27891.0
2,8,0,647,35840.0
5,7,0,1259,26700.0
4,13,0,206,13758.0
4,4,1,314,16833.0
0,12,2,1292,22518.25
0,7,2,1988,5944.0
4,6,1,222,10551.0
6,8,1,859,6583.0
2,10,0,586,28903.0
2,9,0,1822,29959.0
3,11,0,2002,31376.5
1,11,4,1476,19787.5
2,13,4,977,4940.0
2,5,4,1575,15014.0
4,5,4,378,8288.0
3,0,4,1630,8346.0
0,11,4,1584,10669.0
0,14,0,463,31065.0
6,8,1,685,6369.0
0,10,0,133,14877.5
5,10,0,1891,29597.5
6,3,1,637,21967.0
5,3,0,2091,39602.0
3,2,4,322,4909.0
5,11,4,2078,6226.0
4,3,0,271,125491.0
5,7,0,931,22940.0
5,3,1,564,12354.0
6,5,1,1555,7445.0
1,14,1,350,6002.0
0,11,1,1888,8945.5
2,14,0,523,30877.0
0,8,1,471,11118.0
0,5,0,1548,28645.0
0,9,0,1144,38006.0
6,14,0,931,32354.0
0,0,0,15,29051.0
1,10,0,218,14702.5
1,3,1,1730,24029.0
2,11,1,1466,10305.5
1,2,0,484,21455.0
2,0,0,992,59509.0
2,5,0,992,61325.0
2,2,0,245,52753.0
2,1,0,822,27755.0
2,3,0,1340,47126.0
3,5,0,1838,25742.0
4,8,0,339,33516.0
5,3,0,1236,38271.0
3,7,1,1508,8747.0
4,8,1,361,15589.0
4,2,1,158,10479.0
5,9,1,444,27133.0
0,3,1,1637,10828.0
1,11,1,1412,5020.5
6,10,0,2093,13174.0
1,0,1,1580,5064.0
4,10,1,637,5345.0
4,11,1,1624,7839.0
4,14,0,2084,26056.0
6,8,0,1698,31099.0
2,4,2,1495,8166.0
0,2,2,173,4128.0
5,10,1,1611,3875.0
5,3,1,674,11918.0
4,0,2,1434,5798.0
1,3,1,1532,10116.0
2,6,1,161,10833.0
4,12,2,1490,9413.0
1,13,2,2021,4573.0
4,12,2,1696,8776.25
4,2,2,1230,3855.0
4,2,2,1812,19231.0
5,13,2,414,7430.0
5,13,2,1422,13852.0
0,13,2,1294,6011.0
2,11,2,395,4748.0
2,2,2,468,4798.0
3,4,2,24,11108.0
4,0,2,1650,6179.0
2,12,2,447,30426.25
4,13,2,700,3806.0
0,8,0,1971,65481.0
4,1,0,132,55648.0
5,7,0,1997,24986.0
1,10,2,1713,6176.5
1,0,2,1433,5494.0
5,2,0,1274,22157.0
6,10,0,1340,14020.5
3,4,2,602,12224.0
6,2,0,1236,70726.0
0,8,0,1717,32908.0
6,3,0,2087,46144.0
4,10,0,792,12557.0
2,2,3,1344,725.0
3,3,3,683,1373.0
4,7,3,612,1284.0
4,1,3,710,2414.0
6,4,3,1329,2184.0
2,6,3,1938,1883.0
2,4,3,1450,2598.0
3,13,3,595,1396.0
3,6,3,754,1401.0
5,7,3,1160,1873.0
0,2,3,1430,552.0
2,14,3,1573,1512.0
3,5,3,2009,1465.0
4,14,3,705,1346.0
5,2,3,1374,1455.0
6,10,3,1420,509.0
2,10,0,619,13033.5
0,7,3,36,822.0
2,3,3,755,4691.0
2,13,3,921,912.0
3,0,3,1963,3986.0
6,6,3,575,1829.0
4,9,3,889,4538.0
6,2,2,1287,21410.0
2,8,2,2046,7943.0
3,2,2,1650,13534.0
4,2,2,774,6829.0
5,0,2,95,8365.0
3,13,2,2085,3155.0
5,8,0,242,33136.0
3,2,2,178,10827.0
4,12,2,1297,33149.5
0,5,0,206,31941.0
3,2,2,143,6310.0
5,11,2,1784,7288.0
5,0,2,389,5571.0
1,12,2,1041,7678.25
3,10,2,1190,2614.5
3,4,2,966,17856.0
5,12,2,2021,16480.5
1,7,0,1307,45511.0
1,5,0,1104,28461.0
4,1,1,471,8472.0
1,14,2,1625,15869.0
1,6,2,1895,8860.0
6,4,2,1855,8592.0
6,12,2,2011,15130.5
2,7,0,15,45978.0
2,3,0,464,83256.0
5,1,1,1803,25872.0
6,7,1,1557,7659.0
6,0,1,321,7190.0
1,13,1,1581,3720.0
2,2,1,1682,4924.0
5,13,1,970,6195.0
1,4,1,587,9996.0
2,10,1,1583,3410.5
3,10,1,363,4164.5
3,11,1,583,8339.0
5,5,1,1074,6692.0
4,0,0,356,32821.0
0,12,2,1095,6665.25
3,10,2,1833,5289.0
3,0,2,1277,6661.0
5,0,2,2085,18801.0
5,3,0,1066,47873.0
6,8,0,1103,29415.0
6,5,0,402,53387.0
6,4,2,1552,7081.0
1,11,2,1285,5405.5
6,2,0,460,50095.0
0,10,2,442,4274.5
3,13,2,155,3064.0
5,12,2,804,15132.5
1,9,0,1753,32917.0
5,4,2,1284,17628.0
3,1,4,401,5444.0
5,4,4,1536,25100.0
2,1,0,1984,52879.0
2,14,2,1714,6829.0
3,2,2,1171,10826.0
4,12,2,2049,10326.0
2,1,0,1799,85780.0
3,11,2,1862,6632.0
3,2,2,1272,4903.0
0,8,0,677,32106.0
6,4,2,1361,13245.0
0,1,2,2001,5197.0
0,3,2,1440,10693.0
2,14,2,804,9603.0
2,12,2,963,14617.5
4,14,2,1647,6803.0
4,7,3,891,1964.0
5,10,3,1406,678.0
6,4,3,1367,1043.0
0,14,0,1053,32541.0
5,9,1,1047,23638.0
2,0,2,2085,14044.0
6,13,3,682,548.0
3,2,0,406,73417.0
1,9,2,395,5300.0
0,8,2,842,4146.0
4,11,2,2079,22895.5
4,0,2,1758,6921.0
6,11,2,1441,24043.0
2,14,0,85,27998.0
1,14,2,342,20732.0
2,0,2,150,20609.0
1,12,1,1635,9648.25
4,6,1,427,20911.0
4,3,1,1062,11100.0
0,12,2,841,10681.5
3,11,2,1269,5925.0
1,10,1,333,4402.0
6,4,0,992,62032.0
6,0,2,69,7705.0
5,2,2,1452,13581.0
4,10,2,177,3907.0
0,10,2,1455,2440.0
3,1,3,703,1991.0
4,12,2,1300,8364.0
1,0,0,1133,26852.0
2,9,4,796,11239.0
3,5,4,1974,6079.0
4,5,0,1607,27069.0
4,7,1,1843,13850.0
6,14,1,459,18285.0
0,3,3,899,2423.0
0,7,3,1432,925.0
1,0,3,1671,1018.0
1,9,3,1929,2487.0
3,6,3,1430,1898.0
5,5,3,1178,1100.0
6,9,3,610,1578.0
1,14,3,39,1406.0
0,10,3,37,776.5
6,14,3,136,2610.0
6,6,3,574,3205.0
